name,item_description,price,price_description, weight in lb.,rarity,attunment,item_type,,,
Ring of Invisibility,"While wearing this ring, you can turn invisible as an action. Anything you are wearing or carrying is invisible with you. You remain invisible until the ring is removed, until you attack or cast a spell, or until you use a bonus action to become visible again.
","10,000 gp",,0.10,Legendary,yes,Ring,,,
Ring of X-Ray Vision,"While wearing this ring, you can use an action to speak its command word. When you do so, you can see into and through solid matter for 1 minute. This vision has a radius of 30 feet. To you, solid objects within that radius appear transparent and don't prevent light from passing through them. The vision can penetrate 1 foot of stone, 1 inch of common metal, or up to 3 feet of wood or dirt. Thicker substances block the vision, as does a thin sheet of lead.

Whenever you use the ring again before taking a long rest, you must succeed on a DC 15 Constitution saving throw or gain one level of exhaustion.
","3,000 gp",,0.10,Rare,yes,Ring,,,
Ring of Telekinesis,"While wearing this ring, you can cast the telekinesis spell at will, but you can target only objects that aren't being worn or carried.
","4,800 gp",,0.10,Very Rare,yes,Ring,,,
Ring of Three Wishes,"While wearing this ring, you can use an action to expend 1 of its 3 charges to cast the Wish spell from it. The ring becomes nonmagical when you use the last charge.
","150,000 gp",,0.10,Legendary,yes,Ring,,,
Ring of Air Elemental Command,"While wearing this ring, you have advantage on attack rolls against elementals from the Elemental Plane of Air, and they have disadvantage on attack rolls against you. In addition, you have access to properties based on the Elemental Plane of Air.

The ring has 5 charges. It regains 1d4 + 1 expended charges daily at dawn. Spells cast from the ring have a save DC of 17.

You can expend 2 of the ring's charges to cast dominate monster on an air elemental. In addition, when you fall, you descend 60 feet per round and take no damage from falling. You can also speak and understand Auran.

If you help slay an air elemental while attuned to the ring, you gain access to the following additional properties:

• You have resistance to lightning damage.

• You have a flying speed equal to your walking speed and can hover.

• You can cast the following spells from the ring, expending the necessary number of charges: chain lightning (3 charges), gust of wind (2 charges), or wind wall (1 charge).
(Requires Attunement)","35,000 gp",,0.10,Legendary,no,Ring,,,
Ring of Earth Elemental Command,"While wearing this ring, you have advantage on attack rolls against elementals from the Elemental Plane of Earth and they have disadvantage on attack rolls against you. In addition, you have access to properties based on the Elemental Plane of Earth.

The ring has 5 charges. It regains 1d4 + 1 expended charges daily at dawn. Spells cast from the ring have a save DC of 17.

You can expend 2 of the ring's charges to cast dominate monster on an earth elemental. In addition, you can move in difficult terrain that is composed of rubble, rocks, or dirt as if it were normal terrain. You can also speak and understand Terran.

If you help slay an earth elemental while attuned to the ring, you gain access to the following additional properties:

• You have resistance to acid damage.

• You can move through solid earth or rock as if those areas were difficult terrain. If you end your turn there, you are shunted out to the nearest unoccupied space you last occupied.

• You can cast the following spells from the ring, expending the necessary number of charges: stone shape (2 charges), stoneskin (3 charges), or wall of stone (3 charges).
","31,000 gp",,0.10,Legendary,yes,Ring,,,
Ring of Animal Influence,"This ring has 3 charges, and it regains 1d3 expended charges daily at dawn. While wearing the ring, you can use an action to expend 1 of its charges to cast one of the following spells:

• Animal friendship (save DC 13)

• Fear (save DC 13), targeting only beasts that have an Intelligence of 3 or lower

• Speak with animals","1,350 gp",,0.10,Rare,no,Ring,,,
Ring of Swimming,You have a swimming speed of 40 feet while wearing this ring.,300 gp,,0.10,Uncommon,no,Ring,,,
Ring of Jumping,"While wearing this ring, you can cast the jump spell from it as a bonus action at will, but can target only yourself when you do so.
",500 gp,,0.10,Uncommon,yes,Ring,,,
Ring of Water Walking,"While wearing this ring, you can stand on and move across any liquid surface as if it were solid ground.",450 gp,,0.10,Uncommon,no,Ring,,,
Ring of Warmth,"While wearing this ring, you have resistance to cold damage. In addition, you and everything you wear and carry are unharmed by temperatures as low as -50 degrees Fahrenheit.
",350 gp,,0.10,Uncommon,yes,Ring,,,
Broom of Flying,"This wooden broom, which weighs 3 pounds, functions like a mundane broom until you stand astride it and speak its command word. It then hovers beneath you and can be ridden in the air. It has a flying speed of 50 feet. It can carry up to 400 pounds, but its flying speed becomes 30 feet while carrying over 200 pounds. The broom stops hovering when you land.

You can send the broom to travel alone to a destination within 1 mile of you if you speak the command word, name the location, and are familiar with that place. The broom comes back to you when you speak another command word, provided that the broom is still within 1 mile of you.","2,000 gp",,3.00,Uncommon,no,Wondrous  ,,,
Wings of Flying,"While wearing this cloak, you can use an action to speak its command word. This turns the cloak into a pair of bat wings or bird wings on your back for 1 hour or until you repeat the command word as an action. The wings give you a flying speed of 60 feet. When they disappear, you can't use them again for 1d12 hours.
","5,000 gp",,2.00,Rare,yes,Wondrous  ,,,
Winged Boots,"While you wear these boots, you have a flying speed equal to your walking speed. You can use the boots to fly for up to 4 hours, all at once or in several shorter flights, each one using a minimum of 1 minute from the duration. If you are flying when the duration expires, you descend at a rate of 30 feet per round until you land.

The boots regain 2 hours of flying capability for every 12 hours they aren't in use.
","4,000 gp",,3.00,Uncommon,yes,Wondrous  ,,,
Carpet of Flying 3x5,"You can speak the carpet's command word as an action to make the carpet hover and fly. It moves according to your spoken directions, provided that you are within 30 feet of it.

A 3 ft. x 5 ft. carpet can carry up to 200 lb. at a fly speed of 80 feet. A carpet can carry up to twice the weight shown on the table, but it flies at half speed if it carries more than its normal capacity.","8,000 gp",,20.00,Very Rare,no,Wondrous  ,,,
Carpet of Flying 4x6,"You can speak the carpet's command word as an action to make the carpet hover and fly. It moves according to your spoken directions, provided that you are within 30 feet of it.

A 4 ft. x 6 ft. carpet can carry up to 400 lb. at a fly speed of 60 feet. A carpet can carry up to twice the weight shown on the table, but it flies at half speed if it carries more than its normal capacity.","16,000 gp",,25.00,Very Rare,no,Wondrous  ,,,
Carpet of Flying 5x7,"You can speak the carpet's command word as an action to make the carpet hover and fly. It moves according to your spoken directions, provided that you are within 30 feet of it.

A 5 ft. x 7 ft. carpet can carry up to 600 lb. at a fly speed of 40 feet. A carpet can carry up to twice the weight shown on the table, but it flies at half speed if it carries more than its normal capacity.","24,000 gp",,30.00,Very Rare,no,Wondrous  ,,,
Carpet of Flying 6x9,"You can speak the carpet's command word as an action to make the carpet hover and fly. It moves according to your spoken directions, provided that you are within 30 feet of it.

A 6 ft. x 9 ft. carpet can carry up to 800 lb. at a fly speed of 30 feet. A carpet can carry up to twice the weight shown on the table, but it flies at half speed if it carries more than its normal capacity.","32,000 gp",,40.00,Very Rare,no,Wondrous  ,,,
Rod of Ressurection,"The rod has 5 charges,while holding it you can use an action to cast one of the following spells; Heal (expends one charge) or Ressurection (expends 5 charges)
The rod gains 1 expended charge daily at dawn, if the rod is reduced to zero charges roll 1d20, on a 1 the rod disappears in a burst of radiance.

(Requires Attunement by Cleric, Druid, or Paladin)","50,000 gp",,5.00,Legendary,yes,Rod,,,
Ivory Goat (Travail),"Ivory Goats.

These ivory statuettes of goats are always created in sets of three. Each goat looks unique and functions differently from the others. Their properties are as follows:

• The goat of travail becomes a giant goat for up to 3 hours. Once it has been used, it can't be used again until 30 days have passed.",400 gp,,2.00,Rare,no,Wondrous  ,,,
Ivory Goat (Traveling),"Ivory Goats.

These ivory statuettes of goats are always created in sets of three. Each goat looks unique and functions differently from the others. Their properties are as follows:

• The goat of traveling can become a Large goat with the same statistics as a riding horse. It has 24 charges, and each hour or portion thereof it spends in beast form costs 1 charge. While it has charges, you can use it as often as you wish. When it runs out of charges, it reverts to a figurine and can't be used again until 7 days have passed, when it regains all its charges.",700 gp,,2.00,Rare,no,Wondrous  ,,,
Ivory Goat (Terror),"Ivory Goats.

These ivory statuettes of goats are always created in sets of three. Each goat looks unique and functions differently from the others. Their properties are as follows:

• The goat of terror becomes a giant goat for up to 3 hours. The goat can't attack, but you can remove its horns and use them as weapons. One horn becomes a +1 lance, and the other becomes a +2 longsword. Removing a horn requires an action, and the weapons disappear and the horns return when the goat reverts to figurine form. In addition, the goat radiates a 30-foot-radius aura of terror while you are riding it. Any creature hostile to you that starts its turn in the aura must succeed on a DC 15 Wisdom saving throw or be frightened of the goat for 1 minute, or until the goat reverts to figurine form. The frightened creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Once it successfully saves against the effect, a creature is immune to the goat's aura for the next 24 hours. Once the figurine has been used, it can't be used again until 15 days have passed.","3,000 gp",,2.00,Rare,no,Wondrous  ,,,
Goldean Lion,"If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.

The creature is friendly to you and your companions. It understands your languages and obeys your spoken commands. If you issue no commands, the creature defends itself but takes no other actions. See the Monster Manual for the creature's statistics

These gold statuettes of lions are always created in pairs. You can use one figurine or both simultaneously. Each can become a lion for up to 1 hour. Once a lion has been used, it can't be used again until 7 days have passed.",600 gp,,10.00,Rare,no,Wondrous  ,,,
Staff of the Python,"You can use an action to speak this staff's command word and throw the staff on the ground within 10 feet of you. The staff becomes a giant constrictor snake (see the Monster Manual for statistics) under your control and acts on its own initiative count. By using a bonus action to speak the command word again, you return the staff to its normal form in a space formerly occupied by the snake.

On your turn, you can mentally command the snake if it is within 60 feet of you and you aren't incapacitated. You decide what action the snake takes and where it moves during its next turn, or you can issue it a general command, such as to attack your enemies or guard a location.

If the snake is reduced to 0 hit points, it dies and reverts to its staff form. The staff then shatters and is destroyed. If the snake reverts to staff form before losing all its hit points, it regains all of them.

(Requires attunement by a cleric, druid, or warlock)",200 gp,,5.00,Uncommon,yes,Wondrous  ,,,
Onyx Dog,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.

The creature is friendly to you and your companions. It understands your languages and obeys your spoken commands. If you issue no commands, the creature defends itself but takes no other actions. See the Monster Manual for the creature's statistics, except for the giant fly.

The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature becomes a figurine again, its property can't be used again until a certain amount of time has passed, as specified in the figurine's description.

Onyx Dog.

This onyx statuette of a dog can become a mastiff for up to 6 hours. The mastiff has an Intelligence of 8 and can speak Common. It also has dark vision out to a range of 60 feet and can see invisible creatures and objects within that range. Once it has been used, it can't be used again until 7 days have passed.",500 gp,,50.00,Rare,no,Wondrous  ,,,
Silver Raven,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.

The creature is friendly to you and your companions. It understands your languages and obeys your spoken commands. If you issue no commands, the creature defends itself but takes no other actions. See the Monster Manual for the creature's statistics, except for the giant fly.

The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature becomes a figurine again, its property can't be used again until a certain amount of time has passed, as specified in the figurine's description.

Silver Raven.

This silver statuette of a raven can become a raven for up to 12 hours. Once it has been used, it can't be used again until 2 days have passed. While in raven form, the figurine allows you to cast the animal messenger spell on it at will.","5,000 gp",,0.50,Uncommon,no,Wondrous  ,,,
Silver Horn of Valhalla,"You can use an action to blow this horn. In response, warrior spirits from the plane of Ysgard appear within 60 feet of you. These spirits use the berserker statistics from the Monster Manual. They return to Ysgard after 1 hour or when they drop to 0 hit points. Once you use the horn, it can't be used again until 7 days have passed.

The silver horn summons 2d4 + 2 berserkers.

The berserkers are friendly to you and your companions and follow your commands.","5,600 gp",,2.00,Rare,no,Wondrous  ,,,
Marble Elephant,"This marble statuette is about 4 inches high and long. It can become an elephant for up to 24 hours. Once it has been used, it can't be used again until 7 days have passed.",800 gp,,6.00,Rare,no,Wondrous  ,,,
Bowl of Commanding Water Elementals,"While this bowl is filled with water, you can use an action to speak the bowl's command word and summon a water elemental, as if you had cast the conjure elemental spell. The bowl can't be used this way again until the next dawn.

The bowl is about 1 foot in diameter and half as deep. It weighs 3 pounds and holds about 3 gallons.","8,000 gp",,2.00,Rare,no,Wondrous  ,,,
Brazier of Commanding Fire Elementals,"While a fire burns in this brass brazier, you can use an action to speak the brazier's command word and summon a fire elemental, as if you had cast the conjure elemental spell. The brazier can't be used this way again until the next dawn.

The brazier weighs 5 pounds.","8,000 gp",,5.00,Rare,no,Wondrous  ,,,
Censer of Controlling Air Elementals,Censer of Controlling Air Elementals,"8,000 gp",,2.00,Rare,no,Wondrous  ,,,
Stone of Controlling Earth Elementals,"If the stone is touching the ground, you can use an action to speak its command word and summon an earth elemental, as if you had cast the conjure elemental spell. The stone can't be used this way again until the next dawn. The stone weighs 5 pounds.","8,000 gp",,2.00,Rare,no,Wondrous  ,,,
Brass Horn of Valhalla,"You can use an action to blow this horn. In response, warrior spirits from the plane of Ysgard appear within 60 feet of you. These spirits use the berserker statistics from the Monster Manual. They return to Ysgard after 1 hour or when they drop to 0 hit points. Once you use the horn, it can't be used again until 7 days have passed.

A brass horn summons 3d4 + 3 berserkers. To use the brass horn, you must be proficient with all simple weapons.

If you blow the horn without meeting its requirement, the summoned berserkers attack you. If you meet the requirement, they are friendly to you and your companions and follow your commands.","8,000 gp",,2.00,Rare,no,Wondrous  ,,,
Bronze Horn of Valhalla,"You can use an action to blow this horn. In response, warrior spirits from the plane of Ysgard appear within 60 feet of you. These spirits use the berserker statistics from the Monster Manual. They return to Ysgard after 1 hour or when they drop to 0 hit points. Once you use the horn, it can't be used again until 7 days have passed.

A bronze horn summons 4d4 + 4 berserkers. To use the bronze horn, you must be proficient with medium armor.

If you blow the horn without meeting its requirement, the summoned berserkers attack you. If you meet the requirement, they are friendly to you and your companions and follow your commands.","11,000 gp",,2.00,Very Rare,no,Wondrous  ,,,
Iron Horn of Valhalla,"You can use an action to blow this horn. In response, warrior spirits from the plane of Ysgard appear within 60 feet of you. These spirits use the berserker statistics from the Monster Manual. They return to Ysgard after 1 hour or when they drop to 0 hit points. Once you use the horn, it can't be used again until 7 days have passed.

The iron horn summons 5d4 + 5 berserkers. To use the iron horn, you must be proficient with all martial weapons.

If you blow the horn without meeting its requirement, the summoned berserkers attack you. If you meet the requirement, they are friendly to you and your companions and follow your commands.","14,000 gp",,2.00,Legendary,no,Wondrous  ,,,
Serpentine Owl,"This serpentine statuette of an owl can become a giant owl for up to 8 hours. Once it has been used, it can't be used again until 2 days have passed. The owl can telepathically communicate with you at any range if you and it are on the same plane of existence.","8,000 gp",,1.00,Rare,no,Wondrous  ,,,
Bronze Griffon,"This bronze statuette is of a griffon rampant. It can become a griffon for up to 6 hours. Once it has been used, it can't be used again until 5 days have passed.","4,000 gp",,2.00,Rare,no,Wondrous  ,,,
Ebony Fly,"This ebony statuette is carved in the likeness of a horsefly. It can become a giant fly for up to 12 hours and can be ridden as a mount. Once it has been used, it can't be used again until 2 days have passed.","6,000 gp",,0.50,Rare,no,Wondrous  ,,,
Obsidian Steed,"This polished obsidian horse can become a nightmare for up to 24 hours. The nightmare fights only to defend itself. Once it has been used, it can't be used again until 5 days have passed.

If you have a good alignment, the figurine has a 10 percent chance each time you use it to ignore your orders, including a command to revert to figurine form. If you mount the nightmare while it is ignoring your orders, you and the nightmare are instantly transported to a random location on the plane of Hades, where the nightmare reverts to figurine form.","20,000 gp",,1.00,Very Rare,no,Wondrous  ,,,
Club,1d4 Bludgeon Light,1 sp,,2,Common,No,weapon,,,
Dagger,"1d4 Piercing Finesse, Light, Thrown (20/60)",2 gp,,1,Common,No,weapon,,,
Greatclub,1d8 Bludgeon Two-handed,2 sp,,10,Common,No,weapon,,,
Handaxe,"1d6 Slashing Light, Thrown (20/60)",5 gp,,2,Common,No,weapon,,,
Javelin,1d6 Piercing Thrown (30/120),5 sp,,2,Common,No,weapon,,,
Light hammer,"1d4 Bludgeon Light, Thrown (20/60)",2 gp,,2,Common,No,weapon,,,
Mace,1d6 Bludgeon -,5 gp,,5,Common,No,weapon,,,
Quarterstaff,1d6 Bludgeon Versatile (1d8),2 sp,,5,Common,No,weapon,,,
Sickle,1d4 Slashing Light,1 gp,,2,Common,No,weapon,,,
Spear,"1d6 Piercing Thrown (20/60), Versatile (1d8)",1 gp,,3,Common,No,weapon,,,
"Crossbow, light","1d6 Piercing Ammunition (80/320), Loading, Two-handed",25 gp,,5,Common,No,weapon,,,
Dart,"1d4 Piercing Finesse, Thrown (20/60)",5 cp,,0.25,Common,No,weapon,,,
Shortbow,"1d6 Piercing Ammunition (80/320), Two-handed",25 gp,,2,Common,No,weapon,,,
Sling,1d4 Bludgeon Ammunition (30/120),1 sp,,-,Common,No,weapon,,,
Battleaxe,1d8 Slashing Versatile (1d10),10 gp,,4,Common,No,weapon,,,
Flail,1d8 Bludgeon -,10 gp,,2,Common,No,weapon,,,
Glaive,"1d10 Slashing Heavy, Reach, Two-handed",20 gp,,6,Common,No,weapon,,,
Greataxe,"1d12 Slashing Heavy, Two-handed",30 gp,,7,Common,No,weapon,,,
Greatsword,"2d6 Slashing Heavy, Two-handed",50 gp,,6,Common,No,weapon,,,
Halberd,"1d10 Slashing Heavy, Reach, Two-handed",20 gp,,6,Common,No,weapon,,,
Lance,"1d12 Piercing Reach, Special",10 gp,,6,Common,No,weapon,,,
Longsword,1d8 Slashing Versatile (1d10),15 gp,,3,Common,No,weapon,,,
Maul,"2d6 Bludgeon Heavy, Two-handed",10 gp,,10,Common,No,weapon,,,
Morningstar,1d8 Piercing -,15 gp,,4,Common,No,weapon,,,
Pike,"1d10 Piercing Heavy, Reach, Two-handed",5 gp,,18,Common,No,weapon,,,
Rapier,1d8 Piercing Finesse,25 gp,,2,Common,No,weapon,,,
Scimitar,"1d6 Slashing Finesse, Light",25 gp,,3,Common,No,weapon,,,
Shortsword,"1d6 Slashing Finesse, Light",10 gp,,2,Common,No,weapon,,,
Trident,"1d6 Piercing Thrown (20/60), Versatile (1d8)",5 gp,,5,Common,No,weapon,,,
War pick,1d8 Piercing -,5 gp,,2,Common,No,weapon,,,
Warhammer,1d8 Bludgeon Versatile (1d10),15 gp,,2,Common,No,weapon,,,
Whip,"1d4 Slashing Finesse, Reach",2 gp,,3,Common,No,weapon,,,
Blowgun,"1 Piercing Ammunition (25/100), Loading",10 gp,,1,Common,No,weapon,,,
"Crossbow, hand","1d6 Piercing Ammunition (30/120), Loading, Light",75 gp,,3,Common,No,weapon,,,
"Crossbow, heavy","1d10 Piercing Ammunition (100/400), Loading, Two-handed, Heavy",50 gp,,18,Common,No,weapon,,,
Longbow,"1d8 Piercing Ammunition (150/600), Heavy, Two-handed",50 gp,,2,Common,No,weapon,,,
Net,"- Special, Thrown (5/15)",1 gp,,3,Common,No,weapon,,,
Padded,"11 + Dex, Disadvantage on stealth checks",5 gp,,8,common,no,armor,,,
Leather,11 + Dex,10 gp,,10,common,no,armor,,,
Studded Leather,12 + Dex,45 gp,,13,common,no,armor,,,
Hide,12 + Dex(max2),10 gp,,12,common,no,armor,,,
Chain Shirt,13 + Dex(max2),50 gp,,20,common,no,armor,,,
Scail Mail,"14 + Dex(max2), Disadvantage on stealth checks",50 gp,,45,common,no,armor,,,
Breastplate,14 + Dex(max2),400 gp,,20,common,no,armor,,,
Half Plate,"15 + Dex(max2), Disadvantage on stealth checks",750 gp,,40,common,no,armor,,,
Ring Mail,"14, Disadvantage on stealth checks",30 gp,,40,common,no,armor,,,
Chain Mail,"16, Strength 13, Disadvantage on stealth checks",75 gp,,55,common,no,armor,,,
Splint,"17, Strength 15, Disadvantage on stealth checks",200 gp,,60,common,no,armor,,,
Plate,"18, Strength 15, Disadvantage on stealth checks",1500 gp,,65,common,no,armor,,,
Shields,,10 gp,,6,common,no,armor,,,
Abacus,A counting tool with beads used for mathematical tasks.,2 gp,,2,common,no,Equipment,,,
Acid (vial),A vial of corrosive liquid that can damage or dissolve items.,25 gp,,1,common,no,Equipment,,,
Alchemist's Fire (flask),A flask containing a fiery substance that burns on contact.,50 gp,,1,common,no,Equipment,,,
Arrows (20),"A quiver with 20 arrows, used as ammunition for bows.",1 gp,,1,common,no,Weapon,,,
Blowgun Needle (50),A collection of 50 small needles for use with a blowgun.,1 gp,,1,common,no,Weapon,,,
Crossbow Bolts (20),A set of 20 bolts for loading and firing a crossbow.,1 gp,,1.5,common,no,Weapon,,,
Sling Bullets (20),A pouch containing 20 small stones for use with a sling.,4 cp,,1.5,common,no,Weapon,,,
Crystal,A clear or colored crystal with various potential uses.,10 gp,,1,common,no,Wondrous,,,
Orb,"A spherical object, often magical or decorative in nature.",20 gp,,3,common,no,Wondrous,,,
Rod,"A straight, elongated item, sometimes imbued with magic.",10 gp,,2,common,no,Rod,,,
Staff,"A long wooden or metal staff, often used as a walking aid.",5 gp,,4,common,no,Staff,,,
Wand,"A slender, magical tool used for casting spells or effects.",10 gp,,1,common,no,Wand,,,
Backpack,"A bag worn on the back, used for carrying equipment.",2 gp,,5,common,no,Equipment,,,
Ball Bearings (bag of 1000),"A bag filled with small metal balls, useful for traps.",1 gp,,2,common,no,Equipment,,,
Barrel,A cylindrical container for storing or transporting goods.,2 gp,,70,common,no,Equipment,,,
Basket,"A woven container, typically used for carrying items.",4 sp,,2,common,no,Equipment,,,
Bedroll,A portable sleeping mat and blanket for outdoor rest.,1 gp,,7,common,no,Equipment,,,
Bell,"A small, resonating bell that can produce chimes or alerts.",1 gp,,0,common,no,Equipment,,,
Blanket,A warm cloth used for comfort and warmth.,5 sp,,3,common,no,Equipment,,,
Block and Tackle,A set of pulleys and ropes for lifting heavy objects.,1 gp,,5,common,no,Equipment,,,
Book,A bound collection of pages with information or stories.,25 gp,,5,common,no,Equipment,,,
"Bottle, Glass","A glass container, often used for potions or liquids.",2 gp,,2,common,no,Equipment,,,
Bucket,A pail-shaped container used for carrying liquids or items.,5 cp,,2,common,no,Equipment,,,
Caltrops (bag of 20),A bag containing 20 sharp metal spikes to deter movement.,1 gp,,2,common,no,Equipment,,,
Candle,A wax candle that can provide light when lit.,1 cp,,0,common,no,Equipment,,,
"Case, Crossbow Bolt",A case for storing and protecting crossbow bolts.,1 gp,,1,common,no,Equipment,,,
"Case, Map and Scroll",A case designed for safeguarding maps and scrolls.,1 gp,,1,common,no,Equipment,,,
Chain (10ft),A length of durable chain that can be used for various tasks.,5 gp,,10,common,no,Equipment,,,
Chalk (1 piece),A small piece of chalk used for marking surfaces.,1 cp,,0,common,no,Equipment,,,
Chest,"A large, sturdy container with a hinged lid for storage.",5 gp,,25,common,no,Equipment,,,
Climber's kit,A set of tools and equipment for climbing and rappelling.,25 gp,,12,common,no,Equipment,,,
"Clothes, Common",Ordinary clothing for everyday wear.,5 sp,,3,common,no,Equipment,,,
"Clothes, Costume",Elaborate or themed clothing for special occasions.,5 gp,,4,common,no,Equipment,,,
"Clothes, Fine","High-quality, fashionable attire.",15 gp,,6,common,no,Equipment,,,
"Clothes, Traveler's",Durable and functional clothing suitable for travel.,2 gp,,4,common,no,Equipment,,,
Component Pouch,A small bag used by spellcasters to hold spell components.,25 gp,,2,common,no,Equipment,,,
Crowbar,A heavy metal tool for prying or leverage.,2 gp,,5,common,no,Equipment,,,
Sprig of Mistletoe,A plant used in druidic or magical rituals.,1 gp,,0,common,no,Druidic,,,
Totem,A carved or shaped object representing a spirit or deity.,1 gp,,0,common,no,Druidic,,,
Wooden Staff,"A staff made from wood, often used by spellcasters.",5 gp,,4,common,no,Druidic,,,
Yew Wand,"A wand crafted from yew wood, used for spellcasting.",10 gp,,1,common,no,Druidic,,,
Flask or Tankard,A container for holding and drinking liquids.,1 gp,,4,common,no,Equipment,,,
Flask or Tankard,A hook attached to a rope for scaling walls or climbing.,2 cp,,1,common,no,Equipment,,,
Grappling Hook,"A tool for driving nails or other tasks, often with a head.",2 gp,,4,common,no,Equipment,,,
Hammer,"A heavy, two-handed hammer for heavy-duty tasks.",1 gp,,3,common,no,Equipment,,,
"Hammer, Sledge",A set of tools and supplies for providing first aid.,2 gp,,10,common,no,Equipment,,,
Healer's kit,A magical or protective pendant worn around the neck.,5 gp,,3,common,no,Equipment,,,
Amulet ,A symbol or badge representing an organization or deity.,5 gp,,0,common,no,Symbol,,,
Emblem ,A container used to hold sacred relics or objects., 5 gp,,0,common,no,Symbol,,,
Reliquary ,Purified water with special properties for warding off evil.,5 gp,,2,common,no,Symbol,,,
Holy water (flask),A timekeeping device with two connected glass bulbs.,25 gp,,1,common,no,Equipment,,,
Hourglass ,A device used for trapping animals.,25 gp,,1,common,no,Equipment,,,
Hunting Trap,A small bottle of ink for writing or drawing.,5 gp,,25,common,no,Equipment,,,
Ink (1 ounce bottle),A tool for writing or drawing with ink.,10 gp,,0,common,no,Equipment,,,
Ink pen,A container for holding and pouring liquids.,2 cp,,0,common,no,Equipment,,,
Jug or pitcher,A portable ladder for reaching high places.,2 cp,,4,common,no,Equipment,,,
Ladder (10-foot),A container for holding and burning oil to produce light.,1 sp,,25,common,no,Equipment,,,
Lamp,A lantern with a directional beam of light.,5 sp,,1,common,no,Equipment,,,
"Lantern, Bullseye",A lantern with a covered design to protect the flame.,10 gp,,2,common,no,Equipment,,,
"Lantern, hooded",A mechanical device for securing doors or containers.,5 gp,,2,common,no,Equipment,,,
Lock,A lens used for magnifying small details.,10 gp,,1,common,no,Equipment,,,
Magnifying glass,"A set of restraints, typically used for prisoners.",100 gp,,0,common,no,Equipment,,,
Manacles,A set of utensils and containers for eating on the go.,2 gp,,6,common,no,Equipment,,,
Mess ki,A reflective surface made from polished steel.,2 sp,,1,common,no,Equipment,,,
"Mirror, steel",A flask of oil that can be used for various purposes.,5 gp,,0.25,common,no,Equipment,,,
Oil (flask),A single sheet of paper for writing or drawing.,1 sp,,1,common,no,Equipment,,,
Paper (one sheet),"A sheet of parchment, often used for scrolls or documents.",2 sp,,0,common,no,Equipment,,,
Parchment (one sheet),A small vial containing fragrant perfume or oil.,1 sp,,0,common,no,Equipment,,,
Perfume (vial),A tool used by miners to break rocks and ores.,5 gp,,0,common,no,Equipment,,,
"Pick, miner's",A metal spike used for anchoring ropes or climbing.,2 gp,,10,common,no,Equipment,,,
Piton,A vial of poison that can be applied to weapons.,5 cp,,0.25,common,no,Equipment,,,
"Poison, basic (vial)","A long, sturdy pole, useful for various tasks.",100 gp,,0,common,no,Equipment,,,
Pole (10-foot),"A heavy iron pot, used for cooking or heating liquids.",5 cp,,7,common,no,Equipment,,,
"Pot, iron",A magical potion that can restore health when consumed.,2 gp,,10,common,no,Equipment,,,
Potion of healing,A small bag or pouch for carrying small items.,50 gp,,0.5,common,no,Equipment,,,
Pouch,A container for holding arrows or bolts.,5 sp,,1,common,no,Equipment,,,
Quiver,A collapsible ram used for breaking down doors.,1 gp,,1,common,no,Equipment,,,
"Ram, portable",Preserved food and provisions for one day's sustenance.,4 gp,,35,common,no,Equipment,,,
Rations (l day),Preserved food and provisions for one day's sustenance.,5 sp,,2,common,no,Equipment,,,
Robes,"Long, flowing garments often worn by spellcasters.",1 gp,,4,common,no,Equipment,,,
"Rope, hempen (50 feet)","A length of sturdy hemp rope, 50 feet long.",1 gp,,10,common,no,Equipment,,,
"Rope, silk (50 feet)","A length of fine silk rope, 50 feet long.",10 gp,,5,common,no,Equipment,,,
Sack,A cloth bag used for carrying and storing items.,1 cp,,0.5,common,no,Equipment,,,
"Scale, merchant's",A balance scale used for weighing items.,5 gp,,3,common,no,Equipment,,,
Sealing wax,Wax used for sealing letters or documents.,5 sp,,0,common,no,Equipment,,,
Shovel,A digging tool with a curved blade and handle.,2 gp,,5,common,no,Equipment,,,
Signal whistle,A small whistle used for signaling or alerting others.,5 cp,,0,common,no,Equipment,,,
Signe! ring,A ring engraved with a distinctive emblem or symbol.,5 gp,,0,common,no,Equipment,,,
Soap,A bar of soap used for personal hygiene.,2 cp,,0,common,no,Equipment,,,
